label	suggested	rule	category	left	right	stratum	mechanism	sim	evidence
different	different	differing-digits	Software	CVE-2020-3195	CVE-2024-23692	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2022-21907	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3196	CVE-2024-23692	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3254	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2021-26855	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3255	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3259	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2021-34473	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3283	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2020-35730	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2021-44228	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2024-23692	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3298	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-35730	CVE-2021-34473	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-35730	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-35730	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-35730	CVE-2023-38831	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-35730	CVE-2023-43770	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2021-34473	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2023-38831	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2023-43770	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3741	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3757	CVE-2021-26857	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3757	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3757	CVE-2021-34473	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3757	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3757	CVE-2023-43770	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3759	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3759	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3759	CVE-2023-43770	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3760	CVE-2021-27065	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3760	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3760	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-3760	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-7047	CVE-2021-27065	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-7047	CVE-2021-34473	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-7047	CVE-2021-40444	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-7048	CVE-2021-27065	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-7048	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2020-7048	CVE-2021-40444	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-26855	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-26857	CVE-2021-27065	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-26857	CVE-2021-31207	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-26857	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-26857	CVE-2022-21907	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-26858	CVE-2021-27065	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-26858	CVE-2021-44228	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-27065	CVE-2021-44026	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-31207	CVE-2021-32648	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-31207	CVE-2021-34473	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-31207	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-31207	CVE-2021-44228	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-31207	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-31207	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-32648	CVE-2021-34473	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-32648	CVE-2021-34523	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-32648	CVE-2021-40444	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-32648	CVE-2021-44228	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-34473	CVE-2021-40444	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-34473	CVE-2021-44026	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-34473	CVE-2021-44228	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-34473	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-34523	CVE-2024-38213	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-40444	CVE-2021-44026	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-40444	CVE-2021-44228	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-44026	CVE-2022-24521	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2021-44228	CVE-2022-24521	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2022-21907	CVE-2022-23131	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2022-21907	CVE-2022-23134	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2022-21907	CVE-2022-24521	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2022-23131	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2022-23131	CVE-2023-38831	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2022-23131	CVE-2024-23692	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2022-23134	CVE-2022-24521	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2022-23134	CVE-2022-30190	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2022-23134	CVE-2024-23692	a	edit-similarity	0.7143	
different	different	differing-digits	Software	CVE-2023-38831	CVE-2024-38213	a	edit-similarity	0.7143	
	review	none	Software	CentBrowser	Chedot Browser	a	edit-similarity	0.7143	
	review	none	Software	Chedot Browser	CocCoc Browser	a	edit-similarity	0.7143	
	review	none	Software	Chedot Browser	Coowon Browser	a	edit-similarity	0.7143	
	review	none	Software	Citrio Browser	Liebao Browser	a	edit-similarity	0.7143	
	review	none	Software	CocCoc Browser	Torch Browser	a	edit-similarity	0.7143	
	review	none	Software	GAMMASTEEL	GammaSteel.NET	a	edit-similarity	0.7143	
	review	one-sided-digits	Software	GAMMASTEEL	GammaSteel.PS1	a	edit-similarity	0.7143	
	review	none	Software	HoaxApe	HoaxPen	a	edit-similarity	0.7143	
	review	none	Software	Liebao Browser	Opera Browser	a	edit-similarity	0.7143	
	review	none	Software	Microsoft Edge	Microsoft Word	a	edit-similarity	0.7143	
	review	none	Software	PowerShell	powershell.exe	a	edit-similarity	0.7143	
	review	none	Software	b.exe	vbc.exe	a	edit-similarity	0.7143	
	review	none	Software	smbexec	wmiexec	a	edit-similarity	0.7143	
	review	none	Software	spi.exe	ssh.exe	a	edit-similarity	0.7143	
	review	none	Software	Microsoft Windows	Microsoft Word	a	edit-similarity	0.7059	
different	different	differing-digits	Software	Акт_звiрки_вiд_18_липня_2023p.pdf.js	Видаткова_накладная_№121_вiд_18_липня_2023p.pdf.js	a	edit-similarity	0.7059	
	review	none	Software	Icloud.exe	icloud.cmd	a	edit-similarity	0.7	
	review	none	Software	JavaScript	VBScript	a	edit-similarity	0.7	
	review	one-sided-digits	Software	LOADERX3	loader.exe	a	edit-similarity	0.7	
	review	none	Software	Loader.dll	loader.exe	a	edit-similarity	0.7	
different	different	differing-digits	Software	Microsoft Exchange Server 2013	Microsoft Windows Server 2003	a	edit-similarity	0.7	
	review	one-sided-digits	Software	P0wnyShell	PowerShell	a	edit-similarity	0.7	
	review	one-sided-digits	Software	P0wnyShell	ProxyShell	a	edit-similarity	0.7	
	review	one-sided-digits	Software	Windows	Windows 10	a	edit-similarity	0.7	
	review	none	Software	mstsc.exe	wsuscr.exe	a	edit-similarity	0.7	
	review	one-sided-digits	Software	Диверсанти 21.03.rar	Диверсанти.rar	a	edit-similarity	0.7	
	review	none	Software	CVE-2021-26855	http-vuln-cve2021-26855.nse	a	identifier	0.4444	
